res_9,Health Care Systems,Food Access Systems,Emergency Systems,Education Systems,Financial Systems,Public Transport,Green Spaces Systems,Food and beverages,Other Systems,gross_amenity_score
89194ad986bffff,,,,,1,,,1,,0.8
89194e0a897ffff,,,,,1,,,,,0.6
8919511684fffff,,,,,2,,,,,1.2
8919584ec63ffff,,,,,1,,,,,0.6
8919593200bffff,,1,,,2,,,2,,2.5
891959bab93ffff,,,,,1,,,,,0.6
89195c2623bffff,,,,,1,,1,,3,1.68
89197261983ffff,,,,,1,,,,,0.6
8919727932bffff,,,,,1,,,1,,0.8
89182c16c73ffff,,1,,,1,,,1,,1.7
89182c17467ffff,,,,,1,,,,,0.6
89182c52d87ffff,,,,,1,,,1,,0.8
891909ac4d7ffff,,,,,1,,,,2,0.8
89194219c8fffff,,,,,1,,,,,0.6
89194284e0bffff,,1,,,1,,,,1,1.6
8919430f033ffff,,,,,1,,,,,0.6
89194ad122bffff,,1,,,1,,,,,1.5
89194ad36cfffff,,1,,,2,,,9,1,4
891951803a7ffff,1,1,,,5,,3,4,,8.04
891951a2d67ffff,,1,,,1,,,1,,1.7
891959aa63bffff,,3,,,1,,,,,3.3
89195b706c3ffff,1,1,,1,2,,,8,,5.5
89195cb6633ffff,1,,,,2,,,,,2.2
8919724dc57ffff,,1,,,2,,,6,1,3.4
8919727ac67ffff,2,,,1,1,,,1,,3.6
89182c17427ffff,,,,,,,,1,1,0.3
89182c8d8a3ffff,,,,,,,,2,,0.4
89194105aafffff,,,,,,,,1,,0.2
8919420c96bffff,,2,,,,,,7,2,3.4
89194a7252fffff,,2,,1,,,3,14,2,7.94
89194ad1193ffff,,,,,,,,1,,0.2
89194ad247bffff,,1,,,,,,3,,1.5
89194ad3073ffff,1,3,,1,,,,10,1,6.6
8919549740fffff,,,,,,,,1,,0.2
89195c384c3ffff,,,,,,,,3,,0.6
89182c7897bffff,,,,,,,1,3,1,1.48
8919768cd17ffff,,,,,,,1,,,0.78
8919421a283ffff,,,,,,,,,1,0.1
891952d69dbffff,,,,,,,,,2,0.2
891952d6e6bffff,,1,,,,,,3,2,1.7
89182e5860bffff,,,,,,,,1,1,0.3
891909aea43ffff,,,,,,,,,1,0.1
89194ad306fffff,,2,,,,,,7,1,3.3
89195d88e0fffff,,,,,,,,2,1,0.5
89194042c8fffff,,,,,,,,,1,0.1
89182a04dabffff,1,1,,,,,,1,,2.1
89182a3a50fffff,,,,,,,,1,,0.2
89182aa460bffff,,,,,,,,1,,0.2
8919088d4d3ffff,,,,,,,,1,,0.2
89190911b4bffff,,,,,,,,1,,0.2
8919091688fffff,,,,,,,,1,,0.2
891909ac083ffff,2,2,,,,,,7,,5.2
8919404e693ffff,,,,,,,,1,,0.2
89194105a33ffff,1,,,,,,,1,,1.2
89194105a73ffff,,,,,,,,1,1,0.3
8919421a97bffff,,,,,,,,1,,0.2
89194235ca3ffff,,,,,,,,1,,0.2
8919424833bffff,,,,,,,,1,,0.2
891942543d7ffff,,,,,,,,1,,0.2
89194254833ffff,,,,,,,,1,,0.2
8919425a6afffff,,,,,,,,1,,0.2
8919429a947ffff,,,,,,,,3,1,0.7
89194336d6bffff,,,,,,,,2,1,0.5
8919435826bffff,,,,,,,,1,1,0.3
8919464f5afffff,,,,,,,,1,,0.2
891948c0ecfffff,,,,,,,,1,,0.2
89194a5300bffff,,,,,,,,1,,0.2
89194a8b62fffff,,,,,,,,2,,0.4
89194ac2353ffff,,,,,,,,1,,0.2
89194ac9d8bffff,,,,,,,,1,,0.2
89194aca6a7ffff,,1,,1,,,,1,1,2
89194ad04b3ffff,,,,,,,,2,1,0.5
89194ad12a7ffff,,,,,,,,2,,0.4
89194ad1683ffff,1,2,,,,1,,3,,4.15
89194ad242bffff,,,,,,,,1,,0.2
89194ad318bffff,1,,,,,,,1,,1.2
89194ad3383ffff,,,,,,,,6,,1.2
89194ada087ffff,,,,,,,,2,,0.4
89194adb36fffff,1,,,,,,,1,,1.2
89194e0edc7ffff,,,,,,,,1,,0.2
89194e68207ffff,,,,,,,,1,,0.2
89194ec9a77ffff,2,3,,,,,,9,,6.5
89195124eb3ffff,,2,,,,,,1,,2
891951318a7ffff,,,,,,,,1,,0.2
89195181b53ffff,,,,,,,,1,,0.2
891951b2993ffff,,,,,,,,2,,0.4
891951b75cfffff,,5,,,,,,4,2,5.5
891953b5b4fffff,,,,,,,,1,,0.2
89195538323ffff,,,,,,,,1,1,0.3
891955519bbffff,,,,,,,,3,,0.6
8919556732fffff,1,,,,,,,1,,1.2
89195842617ffff,,,,,,,,1,,0.2
89195844917ffff,,1,,,,,,8,11,3.6
89195879367ffff,,,,,,,,1,,0.2
8919587a54bffff,,,,,,,,1,,0.2
89195885423ffff,1,,,,,,,1,,1.2
89195885513ffff,,,,,,,,1,,0.2
89195888acfffff,,,,,,,,1,1,0.3
89195898097ffff,,,,,,,,1,1,0.3
89195910dbbffff,,,,,,,,1,3,0.5
89195916863ffff,,,,,,,,1,,0.2
8919597368bffff,,,,,,,,1,,0.2
89195ab03b7ffff,,,,,,,,1,,0.2
89195ab26d7ffff,2,4,,,,,,3,1,6.3
89195b46137ffff,,,,,,,,1,,0.2
89195b61577ffff,,,,,,,,2,,0.4
89195b68003ffff,,,,,,,,1,,0.2
89195c80987ffff,,,,,,,,1,,0.2
89195d0986bffff,,,,,,,,1,,0.2
89195d09e47ffff,,,,,,,,1,,0.2
89195d09e5bffff,1,,,,,,,3,,1.6
89195d24a73ffff,,,,1,,,,2,,1.2
89195d2e283ffff,,,,,,,,1,,0.2
89195d3627bffff,,,,,,,,1,,0.2
89195d4698fffff,,,,,,,,1,,0.2
89195da0287ffff,,,,,,,,1,,0.2
89195da4d27ffff,,1,,1,,,,3,1,2.4
89195da6b2fffff,,,,,,,,1,,0.2
89195dad107ffff,,,,,,,,1,,0.2
89195db554bffff,,,,,,,,1,,0.2
8919720cb5bffff,,,,,,,,1,,0.2
89197270283ffff,,,,,,,,2,,0.4
89197273187ffff,1,1,,,,,,2,1,2.4
89197276c8bffff,,,,,,,,1,,0.2
891972886cbffff,,1,,,,,,7,,2.3
891972c0ddbffff,,,,,,,,1,,0.2
89197322c33ffff,,,,,,,,4,,0.8
8919734a853ffff,,,,,,,,1,,0.2
89182c10a47ffff,,,,,,,,,1,0.1
89182c4594fffff,,,,,,,,,1,0.1
89195c95e0bffff,,,,,,,,,1,0.1
89195d283dbffff,,,,,,,,,2,0.2
8919421b593ffff,,,,,,,,,2,0.2
89194338817ffff,,,,,,,,,1,0.1
89194ec1523ffff,,,,,,,,,1,0.1
891951170b7ffff,1,,,,,,,,1,1.1
8919732626bffff,,,,,,,,,1,0.1
89182c8c00fffff,,,,,,,,,1,0.1
89194ad0adbffff,,,,,,,,,1,0.1
89194ad147bffff,,1,,,,,,,1,1
891959d5267ffff,,,,,,,,,1,0.1
89195565483ffff,2,,,,,,,,,2
89195844b6bffff,1,,,,,,,,,1
89182c4c177ffff,,,,,,,,,1,0.1
891942c5d1bffff,,,,,,,,,1,0.1
8919726ab8fffff,1,,,,,,,,1,1.1
89182c8dd4bffff,1,,,,,,,,,1
89194163037ffff,1,1,,,,,,,1,2
89195d6ee2fffff,1,1,,,,,,,,1.9
89194ad1067ffff,1,,,,,,,,,1
89194ad350fffff,1,,,,,,,,,1
89194e0d237ffff,1,,,,,,,,,1
89194e0d313ffff,2,3,,,,,,,,4.7
89195122053ffff,1,,,,,,,,,1
8919518544fffff,1,,,,,,,,,1
89195c042c3ffff,2,1,,,,,,,,2.9
89195d2e127ffff,1,,,1,,,,,,1.8
89194ad2257ffff,,,,,,,,,1,0.1
89194ad23d3ffff,,,,,,,,1,2,0.4
89194ecde73ffff,,,,,,,,,1,0.1
89194ed4117ffff,,,,1,,,,,,0.8
891801963bbffff,,2,,,,,,,,1.8
89182c8daa7ffff,,1,,,,,,,,0.9
89182c8f353ffff,,1,,,,,,1,,1.1
89182e58647ffff,,3,,,,,,1,,2.9
89190e00cbbffff,,1,,,,,,,,0.9
89194291acbffff,,3,,,,,,,1,2.8
89194365863ffff,,1,,,,,,,,0.9
891943ccbb3ffff,,1,,,,,,1,,1.1
8919465582fffff,,1,,,,,,,1,1
89194ac1393ffff,1,1,,,,,,,,1.9
89194ad36a3ffff,,1,,,,,,,,0.9
89194ada6cbffff,,1,,,,,,1,,1.1
89194e69627ffff,,2,,1,,,,,,2.6
89194e86243ffff,,1,,,,,,,1,1
8919510600fffff,,1,,,,,,,,0.9
89195180427ffff,1,1,,,,,,,,1.9
891951894c3ffff,,1,,,,,,,,0.9
891951b6a87ffff,,1,,,,,,,,0.9
891952d4583ffff,,1,,,,,,,1,1
89195564b17ffff,,1,,,,,,,,0.9
89195804acbffff,,1,,,,,,,,0.9
8919582a9c7ffff,,1,,,,,,,,0.9
89195911d57ffff,,2,,,,,,,,1.8
89195988827ffff,,2,,,,,,,,1.8
89195c0a9c3ffff,,1,,,,,,,,0.9
89195c0d48bffff,,1,,,,,,,,0.9
89195c8e363ffff,,1,,,,,,,,0.9
89195cb15d3ffff,,1,,,,,,,,0.9
89195cc3547ffff,,1,,,,,,,,0.9
89195d2f5abffff,,1,,,,,,,,0.9
89195d88adbffff,,1,,,,,,,1,1
89195da1c73ffff,1,1,,,,,,,,1.9
89195da650fffff,,2,,,,,,,1,1.9
89195da6d2bffff,,1,,,,,,1,1,1.2
891972760a7ffff,,2,,,,,,5,,2.8
89197276e6fffff,,1,,,,,,,,0.9
89197298b77ffff,,1,,,,,,,,0.9
89197322ea7ffff,,1,,,,,,,,0.9
89197326477ffff,,1,,,,,,,,0.9
8919762aed3ffff,,1,,,,,,1,,1.1
8918252451bffff,,,,,,,,,1,0.1
891909ac627ffff,,,,,,,,,1,0.1
891909bac4fffff,,,,,,,,,1,0.1
89192976e2fffff,,,,,,,,,1,0.1
8919424b0a3ffff,,,,,,,,,1,0.1
891942cceabffff,,,,,,,,,1,0.1
89194ac3567ffff,,,,,,,,,1,0.1
89194ad7353ffff,,,,,,,,,1,0.1
89194ed0a83ffff,,,,,,,,,1,0.1
8919584ec83ffff,,,,,,,,,1,0.1
89195b40d47ffff,,,,,,,,,1,0.1
89195b40dcbffff,,,,,,,,,1,0.1
89195c050d7ffff,,,,,,,,,1,0.1
89195d24c63ffff,,,,,,,,,2,0.2
89195d2cb8bffff,,,,,,,,1,1,0.3
89195d66e43ffff,,,,,,,,,1,0.1
89197276a03ffff,,,,,,,,,1,0.1
89195c00b67ffff,,,,,,,,1,,0.2
89182c44807ffff,,,,1,,,,,,0.8
89195daf34bffff,,,,1,,,,,,0.8
8918213abbbffff,,,,1,,,,,,0.8
891909ae373ffff,,,,1,,,,,,0.8
891909af16bffff,,,,1,,,,,,0.8
8919436ce0fffff,,,,1,,,,,,0.8
8919510562fffff,,,,1,,,,,,0.8
89195daf1b3ffff,,,,1,,,,,,0.8
89195dcd06fffff,,,,1,,,,1,1,1.1
89195dad17bffff,,1,,,,,,,,0.9
89194a0d2c7ffff,,,,,,,3,,,2.34
8919405ab07ffff,,,,,,,,,2,0.2
89194321dcbffff,,,,,,,,,3,0.3
89194ad1577ffff,,,,,,,,,2,0.2
89195185357ffff,,,,,,,,,1,0.1
8919518d82fffff,,,,,,,,,1,0.1
89195bd6807ffff,,,,,,,,,1,0.1
89195c8282fffff,,,,,,,,,1,0.1
89195d2b567ffff,,,,,,,,,1,0.1
89197330d5bffff,,,,,,,,,2,0.2
89195da6123ffff,,,,,,,,,3,0.3
89182c162a7ffff,1,,,,,,,,,1
89182e0c96fffff,1,,,,,,,1,,1.2
891929768d7ffff,1,,,,,,,,,1
89194040387ffff,1,,,,,,,,,1
891943581dbffff,1,,,,,,,,,1
89194aca1d3ffff,1,,,,,,,,,1
89195911147ffff,1,,,,,,,,,1
89182c12313ffff,1,,,,,,,,1,1.1
89195c3b577ffff,,,1,,,,,,1,0.8
89195dae137ffff,,,,,,,,,1,0.1
8918059a85bffff,,,,,,,,,1,0.1
89182504067ffff,,,,,,,,,1,0.1
89182566c0fffff,,,,,,,,,1,0.1
8918258e853ffff,,,,,,,,,1,0.1
8918258eb87ffff,,,,,,,,,1,0.1
891825add2fffff,,,,,,,,,1,0.1
891825b222bffff,,,,,,,,,1,0.1
8918285492fffff,,,,,,,,,1,0.1
891872903a3ffff,,,,,,,,,1,0.1
8918746a137ffff,,,,,,,,,1,0.1
891874709d3ffff,,,,,,,,,1,0.1
891909af06bffff,,,,,,,,,1,0.1
89192813257ffff,,,,,,,,,1,0.1
89194119ba3ffff,,,,,,,,,1,0.1
8919420a5b3ffff,,,,,,,,,1,0.1
89194220a97ffff,,,,,,,,,1,0.1
8919429137bffff,,,,,,,,,1,0.1
891942af573ffff,,,,,,,,,1,0.1
89194335b83ffff,,,,,,,,,1,0.1
891943b5403ffff,,,,,,,,,1,0.1
8919463aa17ffff,,,,,,,,,1,0.1
89194654167ffff,,,,,,,,,1,0.1
8919465586fffff,,,,,,,,,1,0.1
89194851b67ffff,,,,,,,,,1,0.1
89194a9301bffff,,,,,,,,,1,0.1
89194ac01dbffff,,,,,,,,,1,0.1
89194ac1e5bffff,,,,,,,,,1,0.1
89194e55c23ffff,,,,,,,,,1,0.1
89194e686bbffff,,,,,,,,,1,0.1
89194e6c203ffff,,,,,,,,,1,0.1
89194e6de2fffff,,,,,,,,,1,0.1
89194e82b67ffff,,,,,,,,1,1,0.3
89195169a33ffff,,,,,,,,1,1,0.3
8919520806bffff,,,,,,,,,1,0.1
891952135c7ffff,,,,,,,,,1,0.1
89195219657ffff,,,,,,,,,1,0.1
89195252bdbffff,,,,,,,,,1,0.1
8919529909bffff,,,,,,,,,1,0.1
891952cd367ffff,,,,,,,,,1,0.1
891952d0663ffff,,,,,,,,,1,0.1
8919542cdbbffff,,,,,,,,,1,0.1
89195568247ffff,,,,,,,,,1,0.1
891955756cbffff,,,,,,,,,1,0.1
8919564500bffff,,,,,,,,,1,0.1
8919566c84fffff,,,,,,,,,1,0.1
8919581444bffff,,,,,,,,,1,0.1
89195885687ffff,,,,,,,,,1,0.1
89195902d4bffff,,,,,,,,,1,0.1
891959141cbffff,,,,,,,,,1,0.1
89195916417ffff,,,,,,,,,1,0.1
89195930287ffff,,,,,,,,,1,0.1
89195a1ac47ffff,,,,,,,,,1,0.1
89195a4110fffff,,,,,,,,,1,0.1
89195a58c43ffff,,,,,,,,,1,0.1
89195a8540bffff,,,,,,,,,1,0.1
89195b616a3ffff,,,,,,,,,1,0.1
89195b8f277ffff,,,,,,,,,1,0.1
89195c04153ffff,,,,,,,,,1,0.1
89195c05d8fffff,,,,,,,,,1,0.1
89195c0e183ffff,,,,,,,,,1,0.1
89195c262abffff,,,,,,,,,1,0.1
89195c3739bffff,,,,,,,,,1,0.1
89195c39403ffff,,,,,,,,,1,0.1
89195c59127ffff,,,,,,,,,1,0.1
89195d292d3ffff,,,,,,,,,1,0.1
89195d7492bffff,,,,,,,,,1,0.1
89195dd5087ffff,,,,,,,,,1,0.1
89195e20d6fffff,,,,,,,,,1,0.1
89195e23387ffff,,,,,,,,,1,0.1
89195ea9bcfffff,,,,,,,,,1,0.1
891973228c7ffff,,,,,,,,,1,0.1
8919732aa0fffff,,,,,,,,,1,0.1
891973b9adbffff,,,,,,,,,1,0.1
89197616517ffff,,,,,,,,,1,0.1
89182a30a3bffff,,,,,,,,1,,0.2
89182c81b87ffff,,,,,,,,2,,0.4
891870d6487ffff,,,,,,,,1,,0.2
89190b38c87ffff,,,,,,,,1,,0.2
89192b32487ffff,,,,,,,,1,,0.2
8919404218bffff,,,,,,,,1,,0.2
891941266d7ffff,,,,,,,,1,,0.2
8919422e34fffff,,,,,,,,1,,0.2
891942581a3ffff,,,,,,,,1,,0.2
89194279657ffff,,,,,,,,1,,0.2
8919463b343ffff,,,,,,,,1,,0.2
89194ab19c3ffff,,,,,,,,1,,0.2
89194ad9dc7ffff,,,,,,,,1,,0.2
89194adb283ffff,,,,,,,,1,,0.2
89194adb2c3ffff,,,,,,,,2,,0.4
8919511653bffff,,,,,,,,1,,0.2
89195196bb3ffff,,,,,,,,1,,0.2
89195847063ffff,,,,,,,,1,,0.2
891958550afffff,,,,,,,,1,,0.2
89195970607ffff,,,,,,,,1,,0.2
89195ab4dabffff,,,,,,,,1,,0.2
89195db2b3bffff,1,,,,,,,1,,1.2
8919720e693ffff,,,,,,,,1,,0.2
891959d8d53ffff,,,,,,,,1,,0.2
89197272063ffff,,,,,,,,1,,0.2
891909ac417ffff,,,,,,,,,2,0.2
8919484298fffff,,,,,,,,,2,0.2
89195810c47ffff,,,,,,,,,2,0.2
8919582649bffff,,,,,,,,,1,0.1
89195855383ffff,,,,,,,,,1,0.1
891959a9c8bffff,,,,,,,,,1,0.1
89195da4a97ffff,,,,,,,,1,1,0.3
89195da6d8bffff,,,,,,,,,1,0.1
89195da6e17ffff,,,,,,,,,1,0.1
891821d9d43ffff,,,,,,,,1,,0.2
89182354d27ffff,,,,,,,,1,,0.2
891825a6007ffff,,,,,,,,1,,0.2
891828ba373ffff,,,,,,,,4,,0.8
89182c15607ffff,,,,,,,,2,,0.4
89182c1604bffff,,,,,,,,1,,0.2
89182c1a9cfffff,1,,,,,,,1,,1.2
89182e582cbffff,,,,,,,,1,1,0.3
89187414b0bffff,,,,,,,,1,,0.2
8918746ea23ffff,,,,,,,,1,,0.2
89187476ea7ffff,,,,,,,,1,,0.2
891874ac337ffff,,,,,,,,1,,0.2
891874ace17ffff,,,,,,,,1,,0.2
89194261b53ffff,,,,,,,,1,,0.2
89194291887ffff,,,,,,,,1,,0.2
89194ad8dabffff,,,,,,,,1,,0.2
891952ce573ffff,,,,,,,,1,,0.2
89195475b47ffff,,,,,,,,1,,0.2
8919588744fffff,,,,,,,,1,,0.2
89195d7268fffff,,,,,,,,1,,0.2
89195da6b23ffff,,,,,,,,1,,0.2
89197336313ffff,,,,,,,,1,,0.2
891959aa017ffff,,,,1,,,,,,0.8
891973346afffff,,,,,,,,,1,0.1
891909ae86bffff,,,,,,,,,1,0.1
89195e21c77ffff,,,,,,,,,1,0.1
891825391b3ffff,,,,,,,,,1,0.1
8919420d433ffff,,,,,,,,,1,0.1
89195dd6467ffff,,,,,,,,,2,0.2
89195a11b8fffff,,,,,,,,,1,0.1
89194073527ffff,1,,,,,,,,,1
8919420963bffff,1,,,,,,,,,1
8919465586bffff,1,,,,,,,,,1
89195d26157ffff,1,,,,,,,,,1
89187460a8bffff,6,2,,,,,,10,3,10.1
8919407356fffff,,2,,,1,,,,,2.4
89194213443ffff,,,,,1,,,,,0.6
89194269807ffff,,,,,3,,,2,1,2.3
8919434ca13ffff,,,,,3,,,,,1.8
89194358063ffff,,1,,,2,,,4,,2.9
8919465594bffff,,,,,1,,,,,0.6
89194e6230fffff,,3,,,2,,,1,2,4.3
891951b4037ffff,,,,,1,,,1,,0.8
891959a155bffff,,,,,1,,,,2,0.8
89195c3637bffff,,2,,,1,,,,,2.4
89195c5aa87ffff,,,,,1,,,,,0.6
89195d2a22fffff,,,,,1,,,,,0.6
8919720cbb3ffff,,2,,,1,,,6,,3.6
891941af013ffff,1,1,,,1,,,,1,2.6
8919485458fffff,,,,,1,,,1,,0.8
89194e693cfffff,1,2,,,1,,,,1,3.5
89194e75d73ffff,,1,,,1,,,,,1.5
891951b5393ffff,,1,,,1,,,2,1,2
89195d825dbffff,,1,,,1,,1,1,,2.48
89195d98a13ffff,,1,,,1,,,2,1,2
89195daca23ffff,,2,,,1,,,,,2.4
89194105b8fffff,,,,,,,,1,,0.2
8919420937bffff,,,,,,,,3,,0.6
891942c599bffff,,,,,,,,1,,0.2
891948514b7ffff,,,,,,,,2,1,0.5
89194a72103ffff,,1,,,,,,2,,1.3
89194aa8583ffff,,,,,,,,1,1,0.3
89194aa858bffff,,1,,,,,,4,,1.7
89194ad1553ffff,1,,,,,,,1,,1.2
89194e698afffff,,1,,,,,,3,1,1.6
891951046c7ffff,,,,,,,,2,,0.4
89195551987ffff,1,,,,,,,4,,1.8
891955646b7ffff,,1,,,,,,2,1,1.4
89195825e33ffff,,,,,,,,1,,0.2
89195b44427ffff,2,,,,,,,2,,2.4
891951803afffff,,1,,,,,1,3,1,2.38
891952d6e4fffff,,,,,,,,,1,0.1
89194ad9d1bffff,,1,,,,,,2,3,1.6
891953b6d93ffff,,,,,,,,,1,0.1
89195906383ffff,1,,,,,,,2,1,1.5
89197248a23ffff,,,,,,,,,1,0.1
89195da498bffff,,3,,,1,,,6,1,4.6
8918052735bffff,,,,,,,,1,,0.2
89182585803ffff,,,,,,,,1,1,0.3
891828c002bffff,,,,,,,,1,,0.2
89182992817ffff,,1,,1,,,,4,1,2.6
89182a31697ffff,,,,,,,,3,,0.6
89182c17067ffff,,,,,,,,3,,0.6
89182c17443ffff,,,,1,,,,1,,1
89182c78bbbffff,,,,,,,,1,,0.2
89182ca91a3ffff,,,,,,,,1,,0.2
89182e6e007ffff,,,,,,,,1,,0.2
891870d81a7ffff,1,1,,,,,,1,,2.1
891874034b7ffff,,,,,,,,1,,0.2
89187439c87ffff,,,,,,,,3,1,0.7
891874b2053ffff,,,,,,,,1,,0.2
891909289d7ffff,,,,,,,,1,,0.2
891909ac087ffff,,2,,,,,,11,,4
8919407261bffff,,1,,1,,,,2,2,2.3
89194205cabffff,1,,,,,,,1,,1.2
8919422a277ffff,,,,,,,,1,,0.2
8919424d98bffff,,,,,,,,1,,0.2
89194291a0fffff,,,,,,,,1,,0.2
89194291a73ffff,,,,1,,,,3,,1.4
891943a5bcfffff,,,,,,,,2,,0.4
8919466503bffff,,,,,,,,1,1,0.3
891948515d3ffff,1,,,,,,,1,,1.2
8919485b40bffff,1,3,,,,,,3,,4.3
89194a112cbffff,,2,,,,,,4,1,2.7
89194aa12a3ffff,1,1,,,,,,3,,2.5
89194ac042bffff,,,,,,,,1,1,0.3
89194ac1493ffff,,2,,,,,,3,2,2.6
89194ad1d7bffff,,,,,,,,1,,0.2
89194ad23cfffff,,,,,,,,3,,0.6
89194ad254fffff,,,,,,,,1,,0.2
89194ad31c3ffff,,,,,,,,1,,0.2
89194ad33c3ffff,,,,1,,,,2,1,1.3
89194ad958bffff,,,,,,,,1,,0.2
89194ada28bffff,,,,,,,,1,,0.2
89194adb0c7ffff,,,,,,,,1,,0.2
89194adb0d7ffff,,,,,,,,7,1,1.5
89194e681b3ffff,,4,,,,,,3,,4.2
89194e69087ffff,,,,,,,,1,,0.2
89194e69133ffff,,,,,,,,1,,0.2
89194e693c3ffff,3,1,,,,,,1,,4.1
89194e85827ffff,,,,,,,,1,,0.2
89194ec1c9bffff,,,,,,,,2,,0.4
89194ec9bdbffff,,,,,,,,8,,1.6
8919510ccdbffff,,,,,,,,1,,0.2
891951a2d6fffff,,,,,,,,3,,0.6
891951ab08fffff,,,,1,,,,1,,1
891951ac197ffff,,,,,,,,1,,0.2
891951b750bffff,,,,,,,,2,,0.4
891952d4113ffff,,,,,,,,2,,0.4
891952d458bffff,,,,,,,,1,,0.2
891954296cbffff,,,,,,,,1,,0.2
89195546143ffff,1,,,,,,,2,,1.4
89195563567ffff,,,,,,,,2,,0.4
8919583922bffff,,,,,,,,1,,0.2
8919584132bffff,,,,,,,,1,,0.2
8919586289bffff,,,,,,,,1,,0.2
89195862e8fffff,,,,,,,,1,,0.2
8919586b0a7ffff,,,,,,,,1,,0.2
8919586b4afffff,,,,,,,,1,,0.2
8919587362fffff,,,,,,,,1,,0.2
89195876ca3ffff,,1,,,,,,1,1,1.2
89195889a37ffff,,,,,,,,1,1,0.3
891958b1e67ffff,,,,,,,,1,,0.2
8919597a1d7ffff,,,,,,,,2,,0.4
89195b00e37ffff,,,,,,,,1,,0.2
89195b85603ffff,,,,,,,,1,,0.2
89195c0f623ffff,,,,,,,,1,,0.2
89195c39187ffff,,,,,,,,1,,0.2
89195c932abffff,,,,,,,,1,,0.2
89195cb1407ffff,1,,,,,,,5,,2
89195cc9c0bffff,,,,,,,,1,,0.2
89195d09aa7ffff,,,,,,,,1,,0.2
89195d09c67ffff,2,1,,1,,,,3,,4.3
89195d09d63ffff,,2,,,,,,1,1,2.1
89195d16a77ffff,,1,,,,,,2,1,1.4
89195d24a8fffff,,,,,,,,1,,0.2
89195d2ac3bffff,,,,,,,,1,,0.2
89195da352bffff,3,,,1,,,,3,6,5
89195da4b83ffff,,,,,,,,2,,0.4
89195da4bd7ffff,1,,,,,,,6,,2.2
89195da6ea7ffff,,,,,,,,1,4,0.6
89195dab203ffff,,,,,,,,1,,0.2
89195e72e93ffff,,,,,,,,1,,0.2
89197276a1bffff,,,,,,,,1,,0.2
89197276ec3ffff,,,,,,,,1,,0.2
8919728b107ffff,1,1,,,,,,2,1,2.4
89197329267ffff,3,,,,,,,2,,3.4
891973353b7ffff,,,,,,,,1,,0.2
891973366afffff,,,,,,,,1,,0.2
8919736590bffff,,,,,,,,1,,0.2
891973d704fffff,,,,,,,,1,,0.2
891976a9387ffff,,,,,,,,1,,0.2
8919425480fffff,,,,,,,,,1,0.1
891951b55b3ffff,,2,,,,,,,1,1.9
8918280ac0bffff,,,,,,,,1,1,0.3
89182a3035bffff,,,,,,,,,1,0.1
89182c16c0bffff,,,,,,,,,2,0.2
89182c8db77ffff,,,,,,,,,2,0.2
8919404e6b3ffff,,1,,,,,,,2,1.1
89194105aa7ffff,1,,1,,,,,,5,2.2
8919422f16fffff,,,,,,,,,1,0.1
89194e65207ffff,,,,,,,,,1,0.1
89195bc5c3bffff,,1,,,,,,,5,1.4
89195da2d77ffff,,,,,,,,,1,0.1
89195da4eb7ffff,1,,,,,,,,1,1.1
89182334ccbffff,2,2,,,,,,,,3.8
89182e22b23ffff,1,,,,,,,,1,1.1
89182e30a0fffff,1,,,,,,,,1,1.1
89195d15237ffff,1,,,,,,,,,1
89182a869dbffff,,,,,,,,,1,0.1
89194ada697ffff,,,,,,,,,1,0.1
8919587218bffff,,,,,,,,,1,0.1
89182c154b3ffff,1,,,,,,,,,1
89194a48e67ffff,1,,,,,,,,,1
89194ad1d97ffff,1,,,,,,,,,1
89194ad33b3ffff,2,,,,,,,1,,2.2
89194e698abffff,1,,,,,,,,,1
89195c4a957ffff,2,2,,,,1,,2,,4.95
89195c4a9d7ffff,1,1,,,,,,,,1.9
89195daee2fffff,1,,,,,,,,,1
89182c030b7ffff,2,,,,,,,1,,2.2
89182c12ca7ffff,1,,,,,,,,1,1.1
891942c5eb3ffff,1,1,,,,,,,,1.9
89194e8738bffff,1,,,,,,,,,1
89195104027ffff,1,,,,,,,,,1
89195510647ffff,1,,,,,,,,,1
89195c8ec73ffff,1,,,,,,,,,1
89195d344a3ffff,1,,,,,,,,,1
89194ad30b3ffff,,,,,,,,,1,0.1
891801a2527ffff,,1,1,1,,,,3,,3
89182c129d7ffff,,1,,,,,,,,0.9
89182c1704bffff,,1,,,,,,,,0.9
89182c171a3ffff,1,1,,,,,,,,1.9
89182c29047ffff,,1,,,,,,,1,1
89182c8db4fffff,1,2,,,,,,1,2,3.2
891874a1107ffff,,1,,,,,,,,0.9
891909b4a93ffff,,1,,,,,,,,0.9
8919416f177ffff,,1,,,,,,,,0.9
8919422a20bffff,,1,,,,,,,,0.9
8919424c50bffff,,1,,,,,,1,1,1.2
8919434c067ffff,,1,,,,,,,1,1
891948c0ec3ffff,,1,,,,,,1,,1.1
891948ccc83ffff,,1,,,,,,4,,1.7
89194a1969bffff,1,1,,,,,,,,1.9
89194a8229bffff,,1,,,,,,,,0.9
89194a9235bffff,,1,,,,,,,,0.9
89194aa1017ffff,,1,,,,,,,,0.9
89194acea73ffff,,2,,1,,,,1,,2.8
89194ad130fffff,,1,,,,,,,1,1
89194ad252bffff,1,1,,,,,,,,1.9
89194e48aabffff,,1,,,,,,,,0.9
89194e696b3ffff,,1,,1,,,,,,1.7
